__device_id	__os_name	__os_version	__browser_name	__browser_version	__device_name	__category	__anonymous_1	__anonymous_2	__anonymous_3	__anonymous_4	__anonymous_5	__anonymous_6	__anonymous_7	__anonymous_8	__anonymous_9	__anonymous_10	__anonymous_11	__anonymous_12	__anonymous_13	__anonymous_14	__anonymous_15	__anonymous_16	__anonymous_17	__anonymous_18	__anonymous_19	__anonymous_20	__anonymous_21	__anonymous_22	__anonymous_23	__anonymous_24	__anonymous_25	__anonymous_26	__anonymous_27	__anonymous_28	__anonymous_29	__anonymous_30	__anonymous_31	__anonymous_32	__anonymous_33	__anonymous_34	__anonymous_35	__anonymous_36	__anonymous_37	__anonymous_38	__anonymous_39	__anonymous_40	__anonymous_41	__anonymous_42	__anonymous_43	__anonymous_44	__anonymous_45	__anonymous_46	__anonymous_47	__anonymous_48	__anonymous_49	__anonymous_50	__anonymous_51	__anonymous_52	__anonymous_53	__anonymous_54	__anonymous_55	__anonymous_56	__anonymous_57	__anonymous_58	__anonymous_59	__anonymous_60	__anonymous_61	__anonymous_62	__anonymous_63	__anonymous_64	__anonymous_65	__anonymous_66	__anonymous_67	__anonymous_68	__anonymous_69	__anonymous_70	__ip	__isp	__country	__region	__time_zone	__connection_type	__timestamp	__url	__user_id
dev_100738	Windows	?	Chrome	42.0.2311	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103189	isp_100134	country_132	region_1122	time_zone_137	conn_type_10	1439453806592	url_1004459	user_100577

dev_102489	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100134	isp_100000	country_100	?	time_zone_100	conn_type_10	1432800329728	url_1000005	user_101915

dev_101388	Windows 7	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104664	isp_100011	country_102	region_1088	time_zone_102	conn_type_10	1440411811840	url_1025495	user_101016

dev_103106	Windows 7	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103932	isp_100011	country_102	region_1025	time_zone_102	conn_type_10	1439918587904	url_1019389	user_102428

dev_102008	Android	4.4.2	Chrome	44.0.2403	Samsung SM-T310	TABLET	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103607	isp_100011	country_102	region_1084	time_zone_102	conn_type_10	1439738232832	url_1019593	user_101544

dev_102970	Windows 7	?	IE	10	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102816	isp_100011	country_102	?	time_zone_102	conn_type_10	1439211323392	url_1015030	user_102300

dev_101720	Windows 7	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103574	isp_100011	country_102	region_1018	time_zone_102	conn_type_10	1439725387776	url_1019469	user_101298

dev_103484	Windows 7	?	Opera	30.0.1835	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100816	isp_100141	country_109	region_1057	time_zone_110	conn_type_10	1435422949376	url_1000049	user_102737

dev_102140	Windows XP	?	Chrome	43.0.2357	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100023	isp_100002	country_100	region_1002	time_zone_100	conn_type_10	1434020741120	url_1000017	user_101622

dev_101612	Windows 7	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_105262	isp_100292	country_102	region_1018	time_zone_102	conn_type_10	1440769900544	url_1004464	user_101214

dev_100492	Windows 7	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104257	isp_100095	country_109	region_1141	time_zone_110	conn_type_10	1440100909056	url_1023281	user_100365

dev_100389	Windows 7	?	Firefox	31	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_105366	isp_100129	country_102	region_1098	time_zone_102	conn_type_10	1440877903872	url_1029236	user_100272

dev_101326	Linux	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102634	isp_100008	country_100	region_1001	time_zone_100	conn_type_10	1439067144192	url_1000000	user_100996

dev_102414	Windows	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102338	isp_100008	country_100	region_1001	time_zone_100	conn_type_10	1438847467520	url_1000000	user_101849

dev_103192	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101020	isp_100069	?	?	?	conn_type_10	1436432728064	url_1000005	user_102514

dev_100006	Windows 7	?	Firefox	38	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100492	isp_100005	country_100	region_1001	time_zone_100	conn_type_10	1433862144000	url_1000005	user_100006

dev_102756	Windows 7	?	Firefox	15	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104268	isp_100346	country_100	?	time_zone_100	conn_type_10	1440497532928	url_1000005	user_102117

dev_100430	Android	5.0.1	Chrome Mobile	34.0.1847	Samsung GT-I9505	SMARTPHONE	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102618	isp_100129	country_102	?	time_zone_102	conn_type_12	1439054168064	url_1013491	user_100311

dev_103637	Windows 7	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102637	isp_100011	country_102	?	time_zone_102	conn_type_10	1439067799552	url_1013638	user_102871

dev_100032	Windows 7	?	IE	11	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_105505	isp_100129	country_102	region_1018	time_zone_102	conn_type_10	1441008451584	url_1029901	user_100029

dev_100887	Windows 7	?	IE	11	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102770	isp_100290	country_102	region_1005	time_zone_102	conn_type_11	1439195201536	url_1011012	user_100691

dev_102459	Windows 7	?	IE	11	Other	DESKTOP	?	?	?	0	2	1	?	?	3	3	?	?	?	?	1	2	?	?	4	0	3	?	?	?	4	?	4	2	0	1	2	?	0	?	?	1	1	?	3	1	?	?	4	0	?	3	4	?	2	0	1	?	4	?	4	?	?	4	?	?	0	0	4	?	?	?	?	?	?	?	ip_101491	isp_100011	country_102	region_1005	time_zone_102	conn_type_10	1438177689600	url_1004434	user_101890

dev_102574	Windows 8.1	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102800	isp_100177	country_102	?	time_zone_102	conn_type_10	1439206473728	url_1014875	user_101990

dev_103650	Windows XP	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104108	isp_100011	country_102	region_1076	time_zone_102	conn_type_10	1440012042240	url_1022491	user_102885

dev_101856	Windows 7	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101550	isp_100129	country_102	region_1076	time_zone_102	conn_type_10	1438233133056	url_1004459	user_101406

dev_101757	Ubuntu	?	Firefox	36	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100158	isp_100049	country_104	region_1024	time_zone_107	conn_type_11	1432359534592	url_1000289	user_101335

dev_100237	Android	5.1.1	Chrome Mobile	44.0.2403	Samsung GT-I9505	SMARTPHONE	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103811	isp_100198	country_102	region_1076	time_zone_102	conn_type_10	1439843483648	url_1004732	user_100166

dev_102931	Windows 8.1	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102714	isp_100129	country_102	region_1088	time_zone_102	conn_type_10	1439142117376	url_1014293	user_102268

dev_101964	Windows	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104580	isp_100177	country_102	region_1076	time_zone_102	conn_type_10	1440348110848	url_1025101	user_101499

dev_100701	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100137	isp_100043	country_110	?	time_zone_111	conn_type_10	1432277090304	url_1000005	user_100550

dev_102987	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103337	isp_100004	country_103	?	time_zone_103	conn_type_10	1439538872320	url_1000005	user_102319

dev_102626	Windows 7	?	Chrome	43.0.2357	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100382	isp_100010	country_100	?	time_zone_100	conn_type_12	1433250955264	url_1000000	user_102046

dev_100317	Windows 8.1	?	Firefox	42	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103100	isp_100067	country_102	region_1005	time_zone_102	conn_type_10	1439895519232	url_1004459	user_100234

dev_100097	Mac OS X	10.10	Firefox	35	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103759	isp_100202	country_140	region_1128	time_zone_147	conn_type_10	1439823560704	url_1020413	user_100072

dev_101376	Windows 8.1	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103674	isp_100000	country_100	?	time_zone_100	conn_type_10	1439791579136	url_1000000	user_101006

dev_102257	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102457	isp_100276	country_150	region_1112	time_zone_157	conn_type_10	1438938562560	url_1000005	user_101726

dev_101059	Windows Vista	?	Chrome	43.0.2357	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100269	isp_100006	country_100	?	time_zone_100	conn_type_10	1432800460800	url_1000000	user_100772

dev_101862	Windows Vista	?	Firefox	40	Other	DESKTOP	4	?	?	0	3	0	?	?	3	?	?	?	?	?	0	2	?	?	?	1	3	?	?	4	?	?	2	2	0	1	5	?	1	2	?	1	0	4	?	0	4	?	4	0	?	?	?	?	2	1	1	?	4	?	?	?	?	2	?	?	1	0	4	?	?	?	?	?	?	?	ip_101489	isp_100011	country_102	?	time_zone_102	conn_type_10	1438176903168	url_1004464	user_101411

dev_103189	Windows	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_105258	isp_100011	country_102	region_1018	time_zone_102	conn_type_10	1440768589824	url_1004459	user_102510

dev_102653	Android	4.1.2	Chrome	18.0.1025	SGP311	TABLET	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101767	isp_100011	country_102	?	time_zone_102	conn_type_10	1438412570624	url_1004459	user_102070

dev_102340	Windows 8.1	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102678	isp_100067	country_102	region_1079	time_zone_102	conn_type_10	1439125078016	url_1013949	user_101777

dev_103471	Windows 7	?	Firefox	15	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102606	isp_100005	country_100	region_1009	time_zone_100	conn_type_10	1439049842688	url_1000005	user_102726

dev_102713	Windows XP	?	Firefox	35	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100420	isp_100005	country_100	region_1003	time_zone_100	conn_type_10	1434622754816	url_1000000	user_102098

dev_102146	Windows XP	?	Chrome	43.0.2357	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100023	isp_100002	country_100	region_1002	time_zone_100	conn_type_10	1433617432576	url_1000000	user_101622

dev_101041	Windows 8.1	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100074	isp_100000	country_100	?	time_zone_100	conn_type_10	1438758993920	url_1002932	user_100765

dev_102914	Windows 8.1	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104883	isp_100274	country_102	region_1056	time_zone_102	conn_type_10	1440530825216	url_1026689	user_102252

dev_101592	Windows 7	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104658	isp_100011	country_102	region_1076	time_zone_102	conn_type_10	1440409190400	url_1004459	user_101194

dev_100503	Windows 8.1	?	Chrome	44.0.2403	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_100752	isp_100002	country_100	?	time_zone_100	conn_type_10	1435155824640	url_1000000	user_100377

dev_100856	Windows	?	Chrome	42.0.2311	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102554	isp_100011	country_102	region_1094	time_zone_102	conn_type_10	1439020613632	url_1004724	user_100668

dev_100221	Windows 7	?	IE	11	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_103329	isp_100129	country_102	?	time_zone_102	conn_type_12	1439535464448	url_1018129	user_100152

dev_103051	Windows 7	?	IE	11	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104168	isp_100011	country_102	region_1032	time_zone_102	conn_type_10	1440059490304	url_1022758	user_102381

dev_102462	Windows 7	?	Firefox	16	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104350	isp_100057	country_114	?	time_zone_116	conn_type_10	1440171294720	url_1000005	user_101893

dev_103228	Windows 7	?	Firefox	33	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101436	isp_100011	country_102	?	time_zone_102	conn_type_10	1438250434560	url_1004459	user_102546

dev_103501	Windows 7	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_102794	isp_100011	country_102	region_1084	time_zone_102	conn_type_10	1439203852288	url_1004459	user_102756

dev_101944	Linux	?	Chrome	11.0.696	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_105119	isp_100129	country_102	region_1084	time_zone_102	conn_type_12	1440681689088	url_1027934	user_101481

dev_101744	Windows 7	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_105417	isp_100011	country_102	region_1088	time_zone_102	conn_type_10	1440934264832	url_1029536	user_101324

dev_101408	iOS	8.4.1	Mobile Safari	8	iPad	TABLET	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104805	isp_100193	country_102	region_1076	time_zone_102	conn_type_10	1440499761152	url_1026313	user_101035

dev_102712	Windows XP	?	Firefox	40	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_104276	isp_100005	country_100	region_1003	time_zone_100	conn_type_10	1440139444224	url_1000000	user_102098

dev_100263	Windows Vista	?	Firefox	39	Other	DESKTOP	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	ip_101963	isp_100011	country_102	?	time_zone_102	conn_type_10	1438597120000	url_1009066	user_100189

